species_index,genus,species,diameter,index1,acc1,index2,acc2
1116,Rickettsia,parkeri,0.00042753313381787086,4207,GCF_000284195.1,23559,GCF_000965075.1
1117,Rickettsia,prowazekii,0.04406779661016949,4008,GCF_000277245.1,6956,GCF_000367405.1
1118,Rickettsia,rhipicephali,0.17399545109931766,4205,GCF_000284075.1,41147,GCF_001442475.1
1119,Rickettsia,rickettsii,0.11603116031160311,329,GCF_000017445.4,4201,GCF_000283935.1
1120,Rickettsia,sibirica,0.17470355731225296,1163,GCF_000166935.1,2959,GCF_000247625.1
1121,Rickettsia,slovaca,0.0,2682,GCF_000237845.1,3143,GCF_000252365.1
1122,Rickettsia,typhi,0.0,61,GCF_000008045.1,4010,GCF_000277285.1
1123,Riemerella,anatipestifer,0.6946423041189222,25451,GCF_001051075.1,34958,GCF_001263145.1
1124,Roseburia,inulinivorans,0.5377451419360616,1387,GCF_000174195.1,40354,GCF_001406855.1
1125,Roseomonas,mucosa,0.37623762376237624,15108,GCF_000622225.1,41822,GCF_001466485.1
1126,Rothia,aeria,0.3238180196253345,3333,GCF_000258205.1,9701,GCF_000479025.1
1127,Rothia,dentocariosa,0.5707343412526998,1130,GCF_000164695.2,26012,GCF_001066935.1
1128,Rothia,mucilaginosa,0.8557648139641709,25816,GCF_001061665.1,43811,GCF_001548235.1
1129,Rubrivivax,benzoatilyticus,0.008249496981891348,1781,GCF_000190375.1,8353,GCF_000420125.1
1130,Rubrivivax,gelatinosus,0.41442997608291254,3312,GCF_000257145.1,4208,GCF_000284255.1
1131,Ruegeria,atlantica,0.6421458209839953,41690,GCF_001458095.1,41692,GCF_001458195.1
1132,Ruegeria,mobilis,0.0006908121977696635,7180,GCF_000376545.2,23632,GCF_000967745.1
1133,Ruminiclostridium,[Clostridium] clariflavum,0.23863924854023863,2656,GCF_000237085.1,10835,GCF_000519985.1
1134,Ruminiclostridium,[Clostridium] josui,0.0130586186883343,11004,GCF_000526495.1,36405,GCF_001311015.1
1135,Ruminiclostridium,[Clostridium] stercorarium,0.0005626406601650412,5724,GCF_000331995.1,6218,GCF_000349885.2
1136,Ruminiclostridium,[Eubacterium] siraeum,0.016888045540796964,833,GCF_000154325.1,7246,GCF_000382085.1
1137,Ruminiclostridium,thermocellum,0.16981132075471697,291,GCF_000015865.1,10255,GCF_000493655.1
1138,Ruminococcus,albus,0.9298117036869996,1558,GCF_000179635.2,13667,GCF_000586615.1
1139,Ruminococcus,champanellensis,0.04087038789025544,2017,GCF_000210095.1,36420,GCF_001312825.1
1140,Ruminococcus,lactaris,0.361498786407767,847,GCF_000155205.1,10583,GCF_000507785.1
1141,Ruthia,magnifica,0.015284854099119963,275,GCF_000015105.1,10929,GCF_000523495.1
1142,Saccharicrinis,fermentans,0.009228374471870136,10779,GCF_000517085.1,13580,GCF_000583675.1
1143,Saccharomonospora,azurea,0.2741470039042607,2490,GCF_000231055.2,2652,GCF_000236985.1
1144,Saccharomonospora,viridis,0.12717131474103585,479,GCF_000023865.1,20903,GCF_000787535.1
1145,Saccharopolyspora,erythraea,0.01709688233322159,1309,GCF_000171635.1,8822,GCF_000448385.1
1146,Saccharopolyspora,rectivirgula,0.007974481658692184,10328,GCF_000497205.1,18773,GCF_000710755.1
1147,Salinibacter,ruber,0.3621337340345605,227,GCF_000013045.1,581,GCF_000090405.2
1148,Salinispora,arenicola,0.6539554101747439,7154,GCF_000375045.1,10708,GCF_000515175.1
1149,Salinispora,pacifica,0.8405537041784158,7145,GCF_000374665.1,10687,GCF_000514675.1
1150,Salinispora,tropica,0.3258464632919879,7187,GCF_000377065.1,10704,GCF_000515075.1
1151,Salinivibrio,socompensis,0.26512166859791425,10666,GCF_000513715.1,12796,GCF_000565325.1
1152,Salmonella,bongori,0.29789580858645853,8509,GCF_000439255.1,18741,GCF_000709535.1
1153,Salmonella,enterica,0.9608332917020532,355,GCF_000018625.1,44338,GCF_001570325.1
1154,Sanguibacteroides,justesenii,0.16742309631870902,22368,GCF_000832075.1,22369,GCF_000832085.1
1155,Scardovia,inopinata,0.0,1093,GCF_000163755.1,25230,GCF_001042695.1
1156,Scardovia,wiggsiae,0.000346860908775581,3709,GCF_000269605.1,3956,GCF_000275805.1
1157,Selenomonas,artemidis,0.42799881235154397,1704,GCF_000187125.1,8428,GCF_000426665.1
1158,Selenomonas,bovis,0.6090347412134103,7236,GCF_000381005.1,18483,GCF_000701885.1
1159,Selenomonas,noxia,0.3611022618668366,1002,GCF_000160555.1,2590,GCF_000234135.1
1160,Selenomonas,sputigena,0.001738580685949107,1000,GCF_000160495.1,2003,GCF_000208405.1
1161,Serratia,fonticola,0.7450376678676711,9396,GCF_000468075.1,9620,GCF_000476315.1
1162,Serratia,grimesii,0.2860433373144515,19358,GCF_000734885.1,44962,GCF_001590905.1
1163,Serratia,liquefaciens,0.6608898274229957,18402,GCF_000699165.1,43992,GCF_001559135.1
1164,Serratia,marcescens,0.7770958386726917,4493,GCF_000292365.1,36442,GCF_001316535.2
1165,Serratia,plymuthica,0.6138196345342901,1474,GCF_000176835.2,2083,GCF_000214235.1
1166,Serratia,rubidaea,0.38462337662337664,36279,GCF_001304675.1,44411,GCF_001572725.1
1167,Serratia,symbiotica,0.5470577964030033,1691,GCF_000186485.1,46049,GCF_900002265.1
1168,Shewanella,algae,0.387305583026162,23102,GCF_000947195.1,23304,GCF_000956365.1
1169,Shewanella,baltica,0.592051352089593,359,GCF_000018765.1,2121,GCF_000215895.1
1170,Shewanella,frigidimarina,0.5934450377462714,269,GCF_000014705.1,43070,GCF_001529365.1
1171,Shewanella,putrefaciens,0.37732376219399966,307,GCF_000016585.1,1231,GCF_000169215.2
1172,Shigella,boydii,0.2969327420546933,3644,GCF_000268185.1,21893,GCF_000815705.1
1173,Shigella,dysenteriae,0.5602203488857358,1872,GCF_000193895.1,10365,GCF_000499085.1
1174,Shigella,flexneri,0.2614373116610355,21905,GCF_000815945.1,44612,GCF_001579965.1
1175,Shigella,sonnei,0.3732579670597408,34632,GCF_001255555.1,34812,GCF_001259375.1
1176,Shimwellia,blattae,0.009786208973200844,3445,GCF_000262305.1,5572,GCF_000327265.1
1177,Simiduia,agarivorans,0.0038548451415658645,4918,GCF_000305785.2,8355,GCF_000420285.1
1178,Singulisphaera,acidiphila,0.007868207523973445,2790,GCF_000242455.2,3269,GCF_000255675.1
1179,Sinorhizobium,fredii,0.6302828462873493,2220,GCF_000219415.2,4199,GCF_000283895.1
1180,Sinorhizobium,medicae,0.37532793429907607,7114,GCF_000372345.1,8439,GCF_000427485.1
1181,Sinorhizobium,meliloti,0.5284398976982098,2650,GCF_000236945.1,8449,GCF_000428005.1
1182,Smaragdicoccus,niigatensis,0.000946073793755913,7234,GCF_000380645.1,43858,GCF_001552795.1
1183,Snodgrassella,alvi,0.20271270036991368,18334,GCF_000695545.1,18335,GCF_000695565.1
1184,Solibacillus,silvestris,0.36303030303030304,3777,GCF_000271325.1,44848,GCF_001586195.1
1185,Solobacterium,moorei,0.5262083049693669,1698,GCF_000186945.2,8411,GCF_000425005.1
1186,Sorangium,cellulosum,0.871992561311069,8306,GCF_000418325.1,44951,GCF_001589285.1
1187,Sphingobacterium,spiritivorum,0.6966828177413343,627,GCF_000143765.1,973,GCF_000159515.1
1188,Sphingobium,baderi,0.014117861371709627,8711,GCF_000445145.1,25338,GCF_001046655.1
1189,Sphingobium,chlorophenolicum,0.6784620397523623,741,GCF_000147835.2,45157,GCF_001598515.1
1190,Sphingobium,herbicidovorans,0.016791422213230833,15581,GCF_000632125.1,45158,GCF_001598535.1
1191,Sphingobium,xenophagum,0.5504568664337544,4019,GCF_000277525.1,6955,GCF_000367345.1
1192,Sphingobium,yanoikuyae,0.6994604222326994,5180,GCF_000315525.1,19322,GCF_000731935.1
1193,Sphingomonas,melonis,0.27374860956618463,7209,GCF_000379045.1,44856,GCF_001586395.2
1194,Sphingomonas,paucimobilis,0.1938078757833692,19465,GCF_000739895.2,24815,GCF_001029575.1
1195,Sphingomonas,wittichii,0.46145502440536146,310,GCF_000016765.1,3382,GCF_000259955.1
1196,Sphingopyxis,macrogoltabida,0.026997041420118342,36426,GCF_001314325.1,45500,GCF_001610995.1
1197,Sphingopyxis,terrae,0.6573142905433956,45169,GCF_001598815.1,45499,GCF_001610975.1
1198,Spirochaeta,thermophila,0.6522299561742717,720,GCF_000147075.1,1653,GCF_000184345.1
1199,Spiroplasma,melliferum,0.1362397820163488,2639,GCF_000236085.2,5617,GCF_000328865.1
1200,Spiroplasma,mirum,0.002372479240806643,10783,GCF_000517365.1,12793,GCF_000565195.1
1201,Sporolactobacillus,terrae,0.33225095674359273,16207,GCF_000647835.1,16233,GCF_000648615.1
1202,Sporolactobacillus,vineae,0.005995905235448962,2936,GCF_000246965.1,7194,GCF_000377985.1
1203,Sporomusa,ovata,0.007679360403955397,8394,GCF_000423685.1,8723,GCF_000445445.1
1204,Staphylococcus,agnetis,0.5238893545683152,19413,GCF_000737185.1,41154,GCF_001442815.1
1205,Staphylococcus,aureus,0.7127201083610393,40535,GCF_001411695.1,40536,GCF_001411705.1
1206,Staphylococcus,caprae,0.15571569874240498,990,GCF_000160215.1,22623,GCF_000931485.1
1207,Staphylococcus,carnosus,0.1924021614540691,23672,GCF_000969565.1,35343,GCF_001276205.1
1208,Staphylococcus,cohnii,0.809313084582118,23731,GCF_000972565.1,23836,GCF_000981215.1
1209,Staphylococcus,condimenti,0.0,24334,GCF_001014685.1,45767,GCF_001618885.1
1210,Staphylococcus,epidermidis,0.6631257991541261,8297,GCF_000418045.1,26078,GCF_001068615.1
1211,Staphylococcus,equorum,0.4577259475218659,23833,GCF_000981135.1,40871,GCF_001432245.1
1212,Staphylococcus,haemolyticus,0.5566202090592335,19979,GCF_000759125.1,33338,GCF_001226405.1
1213,Staphylococcus,hominis,0.525418522500384,1638,GCF_000183685.1,25479,GCF_001051895.1
1214,Staphylococcus,lugdunensis,0.16669069935111752,3738,GCF_000270465.1,11676,GCF_000542395.1
1215,Staphylococcus,massiliensis,0.066180129374689,4659,GCF_000298075.1,5165,GCF_000314555.1
1216,Staphylococcus,pseudintermedius,0.27130190311418684,9683,GCF_000478385.1,45885,GCF_001622945.1
1217,Staphylococcus,saprophyticus,0.30190239867659224,135,GCF_000010125.1,22272,GCF_000828115.1
1218,Staphylococcus,schleiferi,0.37648302596029604,31659,GCF_001188915.1,43812,GCF_001548255.1
1219,Staphylococcus,schweitzeri,0.18896112878683083,19781,GCF_000751735.1,19786,GCF_000751955.1
1220,Staphylococcus,sciuri,0.6670171380506782,14794,GCF_000612145.1,42119,GCF_001477405.1
1221,Staphylococcus,simulans,0.3034819478350251,41071,GCF_001439855.1,43751,GCF_001546635.1
1222,Staphylococcus,succinus,0.043402502772057656,24085,GCF_001006765.1,45938,GCF_001630745.1
1223,Staphylococcus,warneri,0.7496456772626038,26270,GCF_001074135.1,42120,GCF_001477415.1
1224,Staphylococcus,xylosus,0.4517713990173261,18646,GCF_000706685.1,23284,GCF_000953575.1
1225,Stenotrophomonas,acidaminiphila,0.4467257738372997,36425,GCF_001314305.1,40864,GCF_001431595.1
1226,Stenotrophomonas,maltophilia,0.9548796309643939,4313,GCF_000287935.1,4987,GCF_000308335.1
1227,Stigmatella,aurantiaca,0.012571359164338637,1136,GCF_000165485.1,1196,GCF_000168055.1
1228,Streptacidiphilus,albus,0.006419939577039275,19601,GCF_000744705.1,20908,GCF_000787755.1
1229,Streptococcus,agalactiae,0.46876537137235613,24421,GCF_001017045.1,24452,GCF_001018055.1
1230,Streptococcus,anginosus,0.7559106261366588,3323,GCF_000257765.1,9547,GCF_000474115.1
1231,Streptococcus,australis,0.004921058027475908,1690,GCF_000186465.1,2288,GCF_000222745.1
1232,Streptococcus,constellatus,0.5655580706947588,9546,GCF_000474075.1,9548,GCF_000474135.1
1233,Streptococcus,cristatus,0.002329916123019571,1720,GCF_000187855.1,2289,GCF_000222765.1
1234,Streptococcus,dysgalactiae,0.651131498470948,1727,GCF_000188315.1,2087,GCF_000214575.1
1235,Streptococcus,equi,0.6565222441630851,18650,GCF_000706805.1,31144,GCF_001175545.1
1236,Streptococcus,equinus,0.5668758256274768,1708,GCF_000187265.1,23532,GCF_000964315.1
1237,Streptococcus,gallolyticus,0.39992025518341306,542,GCF_000027185.1,44598,GCF_001579135.1
1238,Streptococcus,gordonii,0.7157629960871995,44596,GCF_001578795.1,44944,GCF_001589035.1
1239,Streptococcus,infantarius,0.2586493987049029,842,GCF_000154985.1,2935,GCF_000246835.1
1240,Streptococcus,iniae,0.11893071467539552,4723,GCF_000300915.1,5723,GCF_000331915.1
1241,Streptococcus,intermedius,0.0010196278358399185,3341,GCF_000258445.1,4950,GCF_000306805.1
1242,Streptococcus,massiliensis,0.009589377919842636,5954,GCF_000341525.1,7224,GCF_000380065.1
1243,Streptococcus,mitis,0.7622086982336351,23414,GCF_000960025.1,26132,GCF_001070205.1
1244,Streptococcus,mutans,0.3813463708160963,5878,GCF_000339255.1,10912,GCF_000522705.1
1245,Streptococcus,oralis,0.7878650325313966,18990,GCF_000722675.1,44930,GCF_001588695.1
1246,Streptococcus,parasanguinis,0.772879177377892,26292,GCF_001074805.1,44936,GCF_001588805.1
1247,Streptococcus,parauberis,0.34940154123626826,1721,GCF_000187935.1,2075,GCF_000213825.1
1248,Streptococcus,pasteurianus,0.3065390749601276,3730,GCF_000270165.1,44090,GCF_001563585.1
1249,Streptococcus,phocae,0.4882054866328849,20374,GCF_000772915.1,36267,GCF_001302265.1
1250,Streptococcus,pneumoniae,0.7732922931218184,37491,GCF_001339755.1,37545,GCF_001340955.1
1251,Streptococcus,pseudopneumoniae,0.846564206782675,26222,GCF_001072665.1,36278,GCF_001304565.1
1252,Streptococcus,pseudoporcinus,0.024566473988439308,1633,GCF_000183465.1,1722,GCF_000188035.1
1253,Streptococcus,pyogenes,0.5219760261532873,1178,GCF_000167435.1,9849,GCF_000483525.1
1254,Streptococcus,ratti,0.012395811070741612,4263,GCF_000286075.1,6168,GCF_000347915.1
1255,Streptococcus,salivarius,0.8865309657860546,3319,GCF_000257585.1,23517,GCF_000963335.1
1256,Streptococcus,sanguinis,0.7172680101363581,1909,GCF_000195025.1,2062,GCF_000212815.1
1257,Streptococcus,sobrinus,0.8900073398343294,2365,GCF_000227845.1,2390,GCF_000228365.1
1258,Streptococcus,suis,0.9323640960809102,8570,GCF_000440875.1,35967,GCF_001293375.1
1259,Streptococcus,thermophilus,0.3793660407833636,3167,GCF_000253395.1,5810,GCF_000335495.1
1260,Streptococcus,uberis,0.32574108189582984,23803,GCF_000975415.1,23804,GCF_000975435.1
1261,Streptococcus,urinalis,0.04155597722960152,1723,GCF_000188055.2,5171,GCF_000314815.2
1262,Streptococcus,vestibularis,0.38024734366835045,1570,GCF_000180075.1,26068,GCF_001068405.1
1263,Streptomyces,acidiscabies,0.4537924505975624,2797,GCF_000242715.1,31663,GCF_001189015.1
1264,Streptomyces,albulus,0.20404638539353565,7870,GCF_000403765.2,18324,GCF_000695235.1
1265,Streptomyces,albus,0.9560739940245375,870,GCF_000156475.1,18974,GCF_000720885.1
1266,Streptomyces,ambofaciens,0.24601786207531534,35115,GCF_001267885.1,45984,GCF_001632865.1
1267,Streptomyces,anulatus,0.0024875621890547263,18935,GCF_000717105.1,18979,GCF_000721175.1
1268,Streptomyces,aureocirculatus,0.0016520733520568314,18969,GCF_000720475.1,19056,GCF_000725745.1
1269,Streptomyces,aureofaciens,0.47939369111020075,18932,GCF_000716885.1,23811,GCF_000978515.1
1270,Streptomyces,avermitilis,0.15067504151324815,23642,GCF_000968255.1,42544,GCF_001514135.1
1271,Streptomyces,bicolor,0.02145339175101979,18966,GCF_000719285.1,19052,GCF_000725465.1
1272,Streptomyces,bikiniensis,0.0023350129040186803,18929,GCF_000716625.1,18950,GCF_000718595.1
1273,Streptomyces,bottropensis,0.0010332357499569485,5929,GCF_000340335.1,7263,GCF_000383595.1
1274,Streptomyces,californicus,0.04098447237773318,18919,GCF_000715745.1,18941,GCF_000717645.1
1275,Streptomyces,cattleya,0.001465022585764864,2660,GCF_000237305.1,2729,GCF_000240165.1
1276,Streptomyces,clavuligerus,0.27565281353438764,840,GCF_000154925.1,1098,GCF_000163875.1
1277,Streptomyces,decoyicus,0.017984471557597845,18921,GCF_000715775.1,35194,GCF_001270575.1
1278,Streptomyces,europaeiscabiei,0.2404343329886246,24050,GCF_000988945.1,43844,GCF_001550375.1
1279,Streptomyces,exfoliatus,0.0899018106476894,18947,GCF_000718175.1,19053,GCF_000725545.1
1280,Streptomyces,filamentosus,0.021655144367629116,869,GCF_000156455.1,875,GCF_000156695.2
1281,Streptomyces,fradiae,0.0014769490452579386,18434,GCF_000700005.1,31683,GCF_001190165.1
1282,Streptomyces,griseoruber,0.06541689544277983,40776,GCF_001418585.1,42545,GCF_001514205.1
1283,Streptomyces,griseus,0.009858862598588626,18948,GCF_000718205.1,18960,GCF_000719035.1
1284,Streptomyces,hygroscopicus,0.9602008478412973,2871,GCF_000245355.1,43868,GCF_001553455.1
1285,Streptomyces,leeuwenhoekii,0.3257809487080602,24331,GCF_001013905.1,25347,GCF_001047315.1
1286,Streptomyces,lividans,0.05502392344497608,953,GCF_000158935.1,7866,GCF_000403665.1
1287,Streptomyces,natalensis,0.023036889637226388,18920,GCF_000715765.1,22667,GCF_000935125.1
1288,Streptomyces,pluripotens,0.48990252571490117,21446,GCF_000802245.1,21916,GCF_000816465.1
1289,Streptomyces,pristinaespiralis,0.03984689370890176,841,GCF_000154945.1,35411,GCF_001278075.1
1290,Streptomyces,puniceus,0.0021287379624936645,18953,GCF_000718695.1,18963,GCF_000719195.1
1291,Streptomyces,pyridomyceticus,0.15088676671214188,18924,GCF_000716015.1,18942,GCF_000717725.1
1292,Streptomyces,resistomycificus,0.0108257804632427,18926,GCF_000716215.1,35193,GCF_001270505.1
1293,Streptomyces,rimosus,0.6175179569034318,18955,GCF_000718755.1,18971,GCF_000720595.1
1294,Streptomyces,rubellomurinus,0.35115257958287593,23459,GCF_000961865.1,23460,GCF_000961885.1
1295,Streptomyces,ruber,0.020603937270603938,18959,GCF_000719015.1,19054,GCF_000725575.1
1296,Streptomyces,scabiei,0.6072260468968373,42404,GCF_001485125.1,43840,GCF_001550235.1
1297,Streptomyces,stelliscabiei,0.038518628469645246,24117,GCF_001008135.1,31664,GCF_001189035.1
1298,Streptomyces,turgidiscabies,0.034849694067571164,5710,GCF_000331005.1,42405,GCF_001485145.1
1299,Streptomyces,varsoviensis,0.004824012864034304,18951,GCF_000718635.1,18965,GCF_000719255.1
1300,Streptomyces,venezuelae,0.00017699115044247788,40353,GCF_001406115.1,41162,GCF_001443625.1
1301,Streptomyces,viridochromogenes,0.15200051460182684,25348,GCF_001047325.1,35192,GCF_001270495.1
1302,Streptomyces,vitaminophilus,0.02680965147453083,7225,GCF_000380165.1,41223,GCF_001445835.1
1303,Streptomyces,xanthophaeus,0.13303979970646637,19055,GCF_000725725.1,19057,GCF_000725805.1
1304,Streptosporangium,roseum,0.6853183196188827,490,GCF_000024865.1,19058,GCF_000725815.1
1305,Sulfitobacter,donghicola,0.009030544488711819,15112,GCF_000622405.1,18799,GCF_000712275.1
1306,Sulfitobacter,mediterraneus,0.5881509794553272,15111,GCF_000622345.1,16197,GCF_000647535.1
1307,Sulfobacillus,thermosulfidooxidans,0.3865389299342372,4556,GCF_000294425.1,10334,GCF_000497695.1
1308,Sulfurimonas,gotlandica,0.006045949214026602,866,GCF_000156095.1,2803,GCF_000242915.1
1309,Sulfurospirillum,cavolei,0.6762281569403231,21848,GCF_000813325.1,43805,GCF_001548055.1
1310,Sutterella,wadsworthensis,0.40537541610159045,1692,GCF_000186505.1,8071,GCF_000411515.1
1311,Synechococcus,elongatus,0.03869323447636701,133,GCF_000010065.1,215,GCF_000012525.1
1312,Tannerella,forsythia,0.32440923371124164,24081,GCF_001006485.1,43801,GCF_001547855.1
1313,Tatlockia,micdadei,0.0003428767358134751,23287,GCF_000953635.1,41837,GCF_001467875.1
1314,Tatumella,ptyseos,0.0017267180844940716,8527,GCF_000439895.1,19373,GCF_000735525.1
1315,Taylorella,asinigenitalis,0.3695205479452055,2345,GCF_000226625.1,18057,GCF_000687755.1
1316,Taylorella,equigenitalis,0.15763195435092725,3989,GCF_000276685.1,6952,GCF_000367245.1
1317,Tepidanaerobacter,acetatoxydans,0.0002365744026496333,2067,GCF_000213235.1,5614,GCF_000328765.2
1318,Tepidimonas,taiwanensis,0.4775923495218451,21618,GCF_000807215.1,42302,GCF_001481285.1
1319,Teredinibacter,turnerae,0.8020896821941663,7113,GCF_000372325.1,8430,GCF_000426805.1
1320,Terrisporobacter,glycolicus,0.010459469555472544,7138,GCF_000373865.1,8504,GCF_000439105.1
1321,Tetragenococcus,halophilus,0.5141252271600859,4189,GCF_000283615.1,45008,GCF_001593045.1
1322,Tetragenococcus,muriaticus,0.31584675663909445,8395,GCF_000423785.1,19630,GCF_000747235.1
1323,Thalassobacter,stenotrophicus,0.5994477680625863,20173,GCF_000765015.1,41695,GCF_001458315.1
1324,Thalassobius,mediterraneus,0.0232800918676271,41693,GCF_001458255.1,41694,GCF_001458275.1
1325,Thalassolituus,oleivorans,0.3819115721623527,6445,GCF_000355675.1,13544,GCF_000582555.1
1326,Thalassospira,xiamenensis,0.481365931136196,4710,GCF_000300235.2,45747,GCF_001618165.1
1327,Thauera,linaloolentis,0.004160665706513042,5024,GCF_000310205.1,15091,GCF_000621305.1
1328,Thermacetogenium,phaeum,0.013585638039786511,4924,GCF_000305935.1,10803,GCF_000519285.1
1329,Thermoanaerobacter,ethanolicus,0.6812334801762114,1436,GCF_000175815.1,1834,GCF_000192295.1
1330,Thermoanaerobacter,thermocopriae,0.012134001582695859,10797,GCF_000518565.1,36404,GCF_001310975.1
1331,Thermoanaerobacterium,thermosaccharolyticum,0.563114643675064,697,GCF_000145615.1,5613,GCF_000328545.1
1332,Thermobifida,fusca,0.06317654005117103,7854,GCF_000401915.1,44991,GCF_001592045.1
1333,Thermodesulfobacterium,commune,0.006365372374283896,19353,GCF_000734015.1,19609,GCF_000746435.1
1334,Thermodesulfovibrio,aggregans,0.028428736073761045,36418,GCF_001312085.1,42553,GCF_001514535.1
1335,Thermosipho,africanus,0.35563973063973064,420,GCF_000021285.1,4720,GCF_000300715.1
1336,Thermotoga,maritima,0.015068493150684932,81,GCF_000008545.1,23812,GCF_000978535.1
1337,Thermotoga,neapolitana,0.002545608824777259,364,GCF_000018945.1,19762,GCF_000750655.1
1338,Thermus,aquaticus,0.37016354208216995,1353,GCF_000173055.1,35439,GCF_001280255.1
1339,Thermus,oshimai,0.3281665190434012,5019,GCF_000309885.1,7125,GCF_000373145.1
1340,Thermus,parvatiensis,0.23296158612143741,3148,GCF_000252835.1,43338,GCF_001535545.1
1341,Thermus,scotoductus,0.6328301886792452,1700,GCF_000187005.1,7237,GCF_000381045.1
1342,Thermus,thermophilus,0.30690245293782087,64,GCF_000008125.1,7847,GCF_000401495.1
1343,Tistrella,mobilis,0.6129394586094575,3510,GCF_000264455.2,45193,GCF_001601315.1
1344,Trabulsiella,odontotermitis,0.869703329740768,31641,GCF_001188485.1,36113,GCF_001297785.1
1345,Treponema,denticola,0.7657359204921912,5860,GCF_000338615.1,8119,GCF_000413095.1
1346,Treponema,pallidum,0.02679127725856698,340,GCF_000017825.1,7354,GCF_000387485.1
1347,Treponema,pedis,0.48396361895643847,9331,GCF_000465015.1,9334,GCF_000465075.1
1348,Treponema,phagedenis,0.2679204142818207,1703,GCF_000187105.1,23020,GCF_000944995.1
1349,Treponema,socranskii,0.019431089743589744,9322,GCF_000464455.1,9397,GCF_000468115.1
1350,Treponema,vincentii,0.4307107733571748,1438,GCF_000175895.1,8117,GCF_000412995.1
1351,Tropheryma,whipplei,0.13515269655620532,40,GCF_000007485.1,6618,GCF_000359325.1
1352,Trueperella,pyogenes,0.41515151515151516,14792,GCF_000612055.1,35456,GCF_001281085.1
1353,Turicella,otitidis,0.21583722848501513,4621,GCF_000296405.1,24039,GCF_000988215.1
1354,Ureaplasma,parvum,0.225050916496945,7,GCF_000006625.1,1297,GCF_000171375.1
1355,Ureaplasma,urealyticum,0.308252427184466,1238,GCF_000169595.1,1298,GCF_000171395.1
1356,Varibaculum,cambriense,0.3596673596673597,8352,GCF_000420065.1,43865,GCF_001553285.1
1357,Variovorax,paradoxus,0.9379566083683861,24769,GCF_001026885.1,40230,GCF_001399625.1
1358,Veillonella,atypica,0.533273381294964,1561,GCF_000179735.1,43760,GCF_001546845.1
1359,Veillonella,montpellierensis,0.42179462754810443,8429,GCF_000426745.1,19986,GCF_000759285.1
1360,Veillonella,parvula,0.6693333333333333,491,GCF_000024945.1,43866,GCF_001553335.1
1361,Verrucosispora,maris,0.010695893305163079,1968,GCF_000204155.1,42500,GCF_001507315.1
1362,Vibrio,albensis,0.014429812272345195,1388,GCF_000174235.1,10794,GCF_000518145.1
1363,Vibrio,alginolyticus,0.8076178517239575,23498,GCF_000962815.1,36311,GCF_001306875.1
1364,Vibrio,anguillarum,0.1765560397809811,3313,GCF_000257165.1,20874,GCF_000786425.1
1365,Vibrio,azureus,0.008853815802136464,7818,GCF_000400265.1,9382,GCF_000467165.1
1366,Vibrio,breoganii,0.5043251868648694,4147,GCF_000280885.1,4292,GCF_000286975.1
1367,Vibrio,campbellii,0.658581732303568,822,GCF_000154025.1,3379,GCF_000259875.1
1368,Vibrio,cholerae,0.5803389830508474,19403,GCF_000736875.1,45151,GCF_001597715.1
1369,Vibrio,coralliilyticus,0.5749452031697859,20343,GCF_000772065.1,23625,GCF_000967465.1
1370,Vibrio,crassostreae,0.8357247279224647,3797,GCF_000272185.1,38916,GCF_001368875.1
1371,Vibrio,cyclitrophicus,0.3314285714285714,3287,GCF_000256115.1,3303,GCF_000256465.1
1372,Vibrio,fluvialis,0.5471357690572847,19853,GCF_000754645.1,43977,GCF_001558415.1
1373,Vibrio,furnissii,0.4373224561147935,1652,GCF_000184325.1,40777,GCF_001418695.1
1374,Vibrio,harveyi,0.8971414305330171,3955,GCF_000275705.1,22439,GCF_000834095.1
1375,Vibrio,hyugaensis,0.4446181912952828,21963,GCF_000818435.1,21965,GCF_000818475.1
1376,Vibrio,metoecus,0.43303896103896106,40316,GCF_001402495.1,40325,GCF_001402675.1
1377,Vibrio,mimicus,0.549085794655415,1457,GCF_000176415.1,43979,GCF_001558475.1
1378,Vibrio,natriegens,0.00465286014049813,8290,GCF_000417905.1,44966,GCF_001591085.1
1379,Vibrio,navarrensis,0.5491428571428572,20155,GCF_000764345.1,20156,GCF_000764355.1
1380,Vibrio,nereis,0.0027977131735798565,35310,GCF_001274805.1,44967,GCF_001591105.1
1381,Vibrio,nigripulchritudo,0.5795263157894737,19017,GCF_000723765.1,25433,GCF_001050655.1
1382,Vibrio,orientalis,0.00126953125,1449,GCF_000176235.1,2284,GCF_000222645.1
1383,Vibrio,owensii,0.6296785557023338,21943,GCF_000817815.1,21956,GCF_000818255.1
1384,Vibrio,parahaemolyticus,0.5265448215839861,13845,GCF_000591475.1,35183,GCF_001270155.1
1385,Vibrio,renipiscarius,0.0015500671695773483,22264,GCF_000827875.1,22265,GCF_000827885.1
1386,Vibrio,rotiferianus,0.5466896414606667,7822,GCF_000400405.1,21962,GCF_000818415.1
1387,Vibrio,shilonii,0.4779600832619077,1584,GCF_000181535.1,18336,GCF_000695725.1
1388,Vibrio,sinaloensis,0.4847638985810654,20472,GCF_000775725.1,21667,GCF_000808535.1
1389,Vibrio,splendidus,0.8672919473520572,3803,GCF_000272325.1,43961,GCF_001557875.1
1390,Vibrio,tasmaniensis,0.8725411802334879,3807,GCF_000272405.1,3808,GCF_000272425.1
