id,entity:miniseq_id,biosample_accession,submission_id,amrfinderplus_amr_genes,ts_mlst_predicted_st,gambit_predicted_taxon,city,received_date,Provider,collection_date,dataset,est_coverage,genome_length,kleborate_bla_resistance_genes,kleborate_key_resistance_genes,kleborate_mlst_sequence_type,r1_mean_q,read1,run_id,seq_platform,serotypefinder_serotype,collected_by,contigs_fastg,contigs_lastgraph,design_description,filetype,geo_loc_name,host,host_disease,instrument_model,isolate,isolation_source,isolation_type,lat_lon,library_ID,library_layout,library_selection,library_source,library_strategy,organism,platform,title,jared_notes
21-00334467,21-00334467,SAMN30861867,NV_NSPHL_0000258,"aac(2')-Ic,blaA,erm(37)",ST215,Mycobacterium tuberculosis,not collected,2021-02-05,Southern Nevada Health District,2021-02-04,334467-NV-MN01149-220301,185.99,4389895,,,,35.31,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/fe01bec4-4067-4735-9f6b-0387d9b85fde/basespace_fetch/1929b945-04b2-445d-b332-85411b4369f7/call-fetch_bs/CL2021-00334467_R1.fastq.gz,NV-MN01149-220303,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000258,paired,RANDOM,GENOMIC,WGS,Mycobacterium tuberculosis,ILLUMINA,WGS of HAIs,
21-00336476,21-00336476,SAMN30861866,NV_NSPHL_0000259,"blaSHV-28,kdeA,fosA,emrD,blaKPC-2,qnrB1,blaCTX-M-15,aac(3)-IIe,aac(6')-Ib,blaOXA-1,catB3,blaOXA,blaTEM",ST14,Klebsiella pneumoniae,not collected,2021-02-10,KINDRED SNU,2021-01-10,CL2021-00336476-NV-MN01149-210609,56.77,5394052,OXA-1*;CTX-M-15;KPC-2,qnrB1.v2^;OXA-1;TEM-122*?;CTX-M-15;KPC-2,ST14,33.12,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/f1dc6197-44fd-44d3-8fed-6e9aaf6d7dc0/basespace_fetch/c86cf6d0-40b4-42e0-9339-0c75ef87bdfc/call-fetch_bs/CL2021-00336476_R1.fastq.gz,NV-MN01149-210609,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000259,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00336477,21-00336477,SAMN30861865,NV_NSPHL_0000260,"blaSHV-1,fosA,kdeA,oqxA,oqxB25,emrD,blaCTX-M-15,qnrS1,aph(3')-VI,blaNDM-1,ble,blaTEM,aadA1,blaOXA,aac(6')-Ib",ST13,Klebsiella pneumoniae,not collected,2021-02-10,PAM SPECIALTY HOSPITAL,2021-01-05,CL2021-00336477-NV-MN01149-210609,91.24,5474950,CTX-M-15;NDM-1,qnrS1;CTX-M-15;NDM-1,ST13,33,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/f1dc6197-44fd-44d3-8fed-6e9aaf6d7dc0/basespace_fetch/d20ab9f8-c972-478c-98d3-7ef5cdb9d94a/call-fetch_bs/CL2021-00336477_R1.fastq.gz,NV-MN01149-210609,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000260,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00336483,21-00336483,SAMN30861864,NV_NSPHL_0000261,"blaSHV-28,kdeA,fosA,emrD,blaKPC-2,qnrB1,blaCTX-M-15,aac(3)-IIe,blaOXA-1,catB3,blaOXA,blaTEM,aac(6')-Ib",ST14,Klebsiella pneumoniae,not collected,2021-02-10,HORIZON SPEC HENDERSON,2021-01-07,CL2021-00336483-NV-MN01149-210609,58.63,5348295,CTX-M-15;KPC-2*,qnrB1.v2^;OXA-1;TEM-122*?;CTX-M-15;KPC-2,ST14,33.08,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/f1dc6197-44fd-44d3-8fed-6e9aaf6d7dc0/basespace_fetch/b15cfcc0-b955-43eb-a0f5-2bc629592f0d/call-fetch_bs/CL2021-00336483_R1.fastq.gz,NV-MN01149-210609,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000261,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00336485,21-00336485,SAMN30861863,NV_NSPHL_0000262,"fosA,emrD,kdeA,oqxB,oqxA,catA1,blaKPC-3,aac(6')-Ib,blaSHV",ST258,Klebsiella pneumoniae,not collected,2021-02-10,KINDRED HOSPITAL SAHARA,2021-01-11,CL2021-00336485,67.09,5564742,KPC-3,KPC-3,ST258,34.8,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/941c4e7b-5cf6-40a7-b8b3-3d273070de1c/basespace_fetch/b0940069-5dd7-4bf1-817b-c45838d8c265/call-fetch_bs/CL2021-00336485_R1.fastq.gz,NV-MN01149-210610,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000262,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00336491,21-00336491,SAMN30861862,NV_NSPHL_0000263,"blaACT-24,fosA,oqxB,oqxA,blaTEM,blaKPC-2,sul1,dfrA1,blaSHV-12",ST1076,Enterobacter cloacae,not collected,2021-02-10,UMC,2021-02-04,CL2021-00336491,62.72,4935968,ACT-24;SHV-12;KPC-2,,,34.81,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/941c4e7b-5cf6-40a7-b8b3-3d273070de1c/basespace_fetch/8e0b28b0-622c-4304-94eb-0ef92e1f9fe0/call-fetch_bs/CL2021-00336491_R1.fastq.gz,NV-MN01149-210610,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000263,paired,RANDOM,GENOMIC,WGS,Enterobacter cloacae,ILLUMINA,WGS of HAIs,
21-00336493,21-00336493,SAMN30861861,NV_NSPHL_0000264,"blaSHV-28,fosA,kdeA,emrD,blaKPC-3,qnrB1,blaCTX-M-15,aac(3)-IIe,catB3,blaOXA-1,blaOXA,blaTEM,aac(6')-Ib",ST14,Klebsiella pneumoniae,not collected,2021-02-10,UMC,2021-02-03,CL2021-00336493,88.57,5470702,OXA-1;TEM-122*?;CTX-M-15;KPC-3,qnrB1.v2^;OXA-1;TEM-122*?;CTX-M-15;KPC-3,ST14,35.54,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d4e6737e-f314-4acb-a5f0-4eeacf198868/basespace_fetch/db2367d4-669c-454b-85c0-0757734ea6e2/call-fetch_bs/CL2021-00336493_R1.fastq.gz,NV-MN01149-210526,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000264,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00336494,21-00336494,SAMN30861860,NV_NSPHL_0000265,"kdeA,fosA,emrD,blaSHV-11,oqxA,oqxB,blaKPC-3,dfrA14,sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,aac(6')-Ib',aadA1,blaOXA-9",ST258,Klebsiella pneumoniae,not collected,2021-02-10,KINDRED HOSP ICU,2021-01-19,CL2021-00336494,99.61,5456192,OXA-9.v1;TEM-1D.v1^;KPC-3,OXA-9.v1;TEM-1D.v1^;KPC-3,ST258,34.88,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/941c4e7b-5cf6-40a7-b8b3-3d273070de1c/basespace_fetch/3e07e20c-4a8e-41c2-a945-374318a8f549/call-fetch_bs/CL2021-00336494_R1.fastq.gz,NV-MN01149-210610,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000265,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00340612,21-00340612,SAMN30861859,NV_NSPHL_0000266,"blaSHV-76,emrD,kdeA,fosA,blaKPC-2,fosA7,blaCTX-M-15,blaTEM-1,aph(6)-Id,aph(3'')-Ib,tet(A),dfrA14,qnrB1,aac(3)-IIe,aac(6')-Ib-cr5,blaOXA-1,catB3",ST405,Klebsiella pneumoniae,not collected,2021-02-23,HORIZON SPECIALTY,2021-02-03,CL2021-00340612-NV-MN01149-210609,66.38,5584279,OXA-1;TEM-1D.v1^;CTX-M-15;KPC-2,qnrB1.v2^;OXA-1;TEM-1D.v1^;CTX-M-15;KPC-2,ST405,33.09,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/f1dc6197-44fd-44d3-8fed-6e9aaf6d7dc0/basespace_fetch/a747d304-6ee9-4dbf-95e3-9681b314d1f8/call-fetch_bs/CL2021-00340612_R1.fastq.gz,NV-MN01149-210609,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000266,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00340616,21-00340616,SAMN30861858,NV_NSPHL_0000267,"oqxB14,oqxA,emrD,blaSHV-76,kdeA,fosA,blaKPC-2,fosA7,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15,dfrA14,qnrB1,aac(3)-IIe,catB3,blaOXA-1,aac(6')-Ib-cr5",ST405,Klebsiella pneumoniae,not collected,2021-02-23,KINDRED HOSPITAL,2021-02-01,340616-NV-MN01149-211007,38.05,5595639,OXA-1;TEM-1D.v1^;CTX-M-15;KPC-2,qnrB1.v2^;OXA-1;TEM-1D.v1^;CTX-M-15;KPC-2,ST405,35.11,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/90403d4f-f29c-4081-83c7-6318f335f882/basespace_fetch/4440531f-f6ac-4555-99a7-7ea58b623292/call-fetch_bs/340616_R1.fastq.gz,NV-MN01149-211007,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000267,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00340620,21-00340620,SAMN30861857,NV_NSPHL_0000268,"kdeA,fosA10,emrD,blaSHV-40,oqxB32,oqxA,blaTEM,blaKPC-2,dfrA1,sul1",ST3640,Klebsiella pneumoniae,not collected,2021-02-23,UMC,2021-02-08,CL2021-00340620-NV-MN01149-210512,59.73,5823069,KPC-2,KPC-2,ST3640,35.11,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d682fe90-cd06-4332-8601-063e1682ad05/basespace_fetch/06121bb6-e655-4fb9-8250-09b8025c39c7/call-fetch_bs/CL2021-00340620_R1.fastq.gz,NV-MN01149-210512,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000268,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00340623,21-00340623,SAMN30861856,NV_NSPHL_0000269,"blaSHV-28,fosA,kdeA,emrD,blaKPC-2,qnrB1,blaCTX-M-15,aac(3)-IIe,aac(6')-Ib-cr5,blaOXA-1,catB3,blaOXA,blaTEM",ST14,Klebsiella pneumoniae,not collected,2021-02-23,ENCOMPASS HLT REAHB,2021-02-05,CL2021-00340623-NV-MN01149-210608,80.22,5431191,OXA-1;TEM-122*?;CTX-M-15;KPC-2,qnrB1.v2^;OXA-1;TEM-122*?;CTX-M-15;KPC-2,ST14,34.12,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/9075c073-bd55-4b8a-8dce-49a9b75de482/basespace_fetch/acc7eeba-5cf2-435a-bfb3-ac3788ebd1d7/call-fetch_bs/CL2021-00340623_R1.fastq.gz,NV-MN01149-210608,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000269,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00342440,21-00342440,SAMN30861855,NV_NSPHL_0000270,"oqxA,oqxB,fosA,blaACT,blaNDM-1,ble,qnrS1,floR,tet(A),dfrA1",No ST predicted,Enterobacter hormaechei,not collected,2021-02-26,APAL WOUND NETWORK,2021-02-05,CL2021-00342440-NV-MN01149-210608,65.35,5119361,ACT-16*;NDM-1,,,34.21,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/9075c073-bd55-4b8a-8dce-49a9b75de482/basespace_fetch/f2662b99-6e1e-46c7-919a-56eb6b0bd97f/call-fetch_bs/CL2021-00342440_R1.fastq.gz,NV-MN01149-210608,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000270,paired,RANDOM,GENOMIC,WGS,Enterobacter hormaechei,ILLUMINA,WGS of HAIs,
21-00342461,21-00342461,SAMN30861854,NV_NSPHL_0000271,"blaSHV-11,emrD,oqxB,oqxA,kdeA,fosA,fosA7,qnrB1,tet(A),blaTEM,blaKPC-2,sul1,blaOXA-2,aac(6')-Ib-cr5,blaOXA-1,catB3,dfrA14",No ST predicted,Klebsiella pneumoniae,not collected,2021-02-26,KINDRED SNU,2021-02-11,CL2021-00342461-NV-MN01149-210614,79.36,5563974,OXA-1;OXA-2;KPC-2,qnrB1.v2^;OXA-1;OXA-2;KPC-2,ST1015-1LV,35.16,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/f7861544-6508-4ba0-bee7-87f970faaa0a/basespace_fetch/22f70b43-ac46-454f-beef-02f1888e1258/call-fetch_bs/CL2021-00342461_R1.fastq.gz,NV-MN01149-210614,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000271,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00345447,21-00345447,SAMN30861853,NV_NSPHL_0000272,"blaSHV-76,oqxB14,oqxA,emrD,kdeA,fosA,blaKPC-2,fosA7,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15,dfrA14,qnrB1,aac(6')-Ib-cr5,blaOXA-1,catB3",ST405,Klebsiella pneumoniae,not collected,2021-03-04,KINDRED HOSPITAL SAHARA,2021-02-13,CL2021-00345447-NV-MN01149-210614,74.62,5590486,OXA-1;TEM-1D.v1^;CTX-M-15;KPC-2,qnrB1.v2^;OXA-1;TEM-1D.v1^;CTX-M-15;KPC-2,ST405,35.07,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/f7861544-6508-4ba0-bee7-87f970faaa0a/basespace_fetch/d98b3cd5-e257-4d7e-a6c4-7c6e088ca9ea/call-fetch_bs/CL2021-00345447_R1.fastq.gz,NV-MN01149-210614,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000272,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00345448,21-00345448,SAMN30861852,NV_NSPHL_0000273,"kdeA,blaSHV-28,fosA,emrD,blaKPC-2,qnrB1,blaCTX-M-15,aac(3)-IIe,catB3,blaOXA-1,aac(6')-Ib,blaOXA,blaTEM",ST14,Klebsiella pneumoniae,not collected,2021-03-04,Pam Specialty Hospital,2021-02-19,CL2021-00345448-NV-MN01149-210615,273.85,5532970,OXA-1;CTX-M-15;KPC-2,qnrB1.v2^;OXA-1;TEM-122*?;CTX-M-15;KPC-2,ST14,34.58,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/c85dd08a-33f4-41e3-991d-47e416efd994/basespace_fetch/1187ffdf-3e12-4a92-ad82-3bcca2d63404/call-fetch_bs/CL2021-00345448_R1.fastq.gz,NV-MN01149-210615,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000273,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00345449,21-00345449,SAMN30861851,NV_NSPHL_0000274,"blaSHV-28,emrD,kdeA,fosA,blaKPC-2,blaOXA,blaTEM-1,qnrB1,blaCTX-M-15,aac(3)-IIe,catB3,blaOXA-1,aac(6')-Ib-cr5",ST14,Klebsiella pneumoniae,not collected,2021-03-04,Pam Specialty Hospital,2021-02-16,CL2021-00345449-NV-MN01149-210608,78.26,5531808,OXA-1;TEM-122*?;CTX-M-15;KPC-2,qnrB1.v2^;OXA-1;TEM-1D.v1^;CTX-M-15;KPC-2,ST14,34.16,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/9075c073-bd55-4b8a-8dce-49a9b75de482/basespace_fetch/c6d14f24-501c-45a3-8cf3-2dcc776c9b5c/call-fetch_bs/CL2021-00345449_R1.fastq.gz,NV-MN01149-210608,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000274,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00345450,21-00345450,SAMN30861850,NV_NSPHL_0000275,"blaSHV-11,fosA7,kdeA,fosA,emrD,blaOXA-2,sul1,oqxA,oqxB,blaTEM,blaKPC-2,dfrA14",No ST predicted,Klebsiella pneumoniae,not collected,2021-03-04,UMC,2021-02-22,CL2021-00345450-NV-MN01149-210608,58.73,5642836,KPC-2,OXA-2;KPC-2,ST1015-1LV,34.02,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/9075c073-bd55-4b8a-8dce-49a9b75de482/basespace_fetch/b4afdcd0-53ee-4ca2-8cc6-0bd3b0ec84d7/call-fetch_bs/CL2021-00345450_R1.fastq.gz,NV-MN01149-210608,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000275,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00349260,21-00349260,SAMN30861849,NV_NSPHL_0000276,"oqxA,oqxB,fosA,blaACT",ST1019,Enterobacter cloacae,not collected,2021-03-16,Renown,2021-03-12,CL2021-00349260,84.67,4885295,ACT-35*,,,35.46,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/3f8ad2aa-30d2-4517-955c-4b62ed159098/basespace_fetch/d082115f-2719-46e9-a051-1839179009d4/call-fetch_bs/CL2021-00349260_R1.fastq.gz,NV-MN01149-210526,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000276,paired,RANDOM,GENOMIC,WGS,Enterobacter cloacae,ILLUMINA,WGS of HAIs,
21-00349262,21-00349262,SAMN30861848,NV_NSPHL_0000277,"oqxB,oqxA,blaACT,sul1,aph(6)-Id,aph(3'')-Ib,tet(B)",ST68,Enterobacter cloacae,not collected,2021-03-16,va SOUTHERN NV HEALTHCARE,2021-03-02,CL2021-00349262-NV-MN01149-210506,89.81,4584612,ACT-27*,,,35.19,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/e52faa55-73a3-487b-9029-8634dab3bf8b/basespace_fetch/e048e5a0-a819-401b-b6a1-40544d82e7f1/call-fetch_bs/CL2021-00349262_R1.fastq.gz,NV-MN01149-210506,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000277,paired,RANDOM,GENOMIC,WGS,Enterobacter cloacae,ILLUMINA,WGS of HAIs,
21-00349263,21-00349263,SAMN30861847,NV_NSPHL_0000278,"oqxB5,oqxA,emrD,kdeA,blaSHV-11,blaKPC-2,fosA5,blaOXA,blaTEM-1",ST433,Klebsiella pneumoniae,not collected,2021-03-16,HORIZON SPECIALTY LV,2021-02-25,CL2021-00349263-NV-MN01149-210506,62.01,5554461,TEM-1D.v1^;KPC-2,TEM-1D.v1^;KPC-2,ST433,35.11,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/e52faa55-73a3-487b-9029-8634dab3bf8b/basespace_fetch/5d12e594-1628-498e-9a1e-b4bd27c39bc6/call-fetch_bs/CL2021-00349263_R1.fastq.gz,NV-MN01149-210506,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000278,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00349264,21-00349264,SAMN30861846,NV_NSPHL_0000279,"mdtM,blaEC,blaCTX-M-15,acrF,emrD,blaTEM-1",ST131,Escherichia coli,not collected,2021-03-16,DISPATCH HEALTH,2021-03-01,CL2021-00349264-NV-MN01149-210506,62.27,5219952,TEM-1D.v1^;CTX-M-15,,,35.07,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/e52faa55-73a3-487b-9029-8634dab3bf8b/basespace_fetch/8da6c496-6a88-4d39-86a5-50a96fb485bd/call-fetch_bs/CL2021-00349264_R1.fastq.gz,NV-MN01149-210506,ILLUMINA,O25:H4,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000279,paired,RANDOM,GENOMIC,WGS,Escherichia coli,ILLUMINA,WGS of HAIs,
21-00349265,21-00349265,SAMN30861845,NV_NSPHL_0000280,"fosA,emrD,kdeA,blaSHV-11,oqxB,oqxA,blaKPC-3,dfrA14,sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,aadA1,blaOXA-9,aac(6')-Ib",ST258,Klebsiella pneumoniae,not collected,2021-03-16,KINDRED HOSPITAL,2021-02-24,CL2021-00349765-NV-MN01149-210512,77.01,5455733,OXA-9.v1;TEM-1D.v1^;KPC-3,OXA-9.v1;TEM-1D.v1^;KPC-3,ST258,35.27,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d682fe90-cd06-4332-8601-063e1682ad05/basespace_fetch/51a44c78-2417-45f9-8bd5-be4e6f24db89/call-fetch_bs/CL2021-00349765_R1.fastq.gz,NV-MN01149-210512,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000280,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00349266,21-00349266,SAMN30861844,NV_NSPHL_0000281,"emrD,ampC,oqxB,oqxA,fosA,kdeA",No ST predicted,Klebsiella aerogenes,not collected,2021-03-16,CAREMORE HEALTH PLAN,2021-03-02,CL2021-00349266-NV-MN01149-210512,96.25,5159447,,,,35.35,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d682fe90-cd06-4332-8601-063e1682ad05/basespace_fetch/432851ee-5d52-4080-9792-061f4a59f1da/call-fetch_bs/CL2021-00349266_R1.fastq.gz,NV-MN01149-210512,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000281,paired,RANDOM,GENOMIC,WGS,Klebsiella aerogenes,ILLUMINA,WGS of HAIs,
21-00349881,21-00349881,SAMN30861843,NV_NSPHL_0000282,"blaSHV-28,fosA,kdeA,emrD,dfrA14,tet(A),blaCTX-M-15,aac(6')-Ib-cr5,blaOXA-1,catB3,qnrB1",ST14,Klebsiella pneumoniae,not collected,2021-03-17,MEDICAL GROUP @SUNCITY,2021-03-10,CL2021-00349881-NV-MN01149-210506,42.3,5409210,OXA-1;CTX-M-15,qnrB1.v2^;OXA-1;CTX-M-15,ST14,35.07,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/e52faa55-73a3-487b-9029-8634dab3bf8b/basespace_fetch/4d897d75-acfb-4ee9-bfe3-2fc904873bd1/call-fetch_bs/CL2021-00349881_R1.fastq.gz,NV-MN01149-210506,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000282,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00352139,21-00352139,SAMN30861842,NV_NSPHL_0000283,"oqxB25,oqxA,kdeA,blaSHV-1,fosA,emrD,ble,blaNDM-1,aph(3')-VI,qnrS1,blaCTX-M-15",ST13,Klebsiella pneumoniae,not collected,2021-03-25,UMC,2021-03-16,CL2021-00352139-NV-MN01149-210512,74.36,5476241,CTX-M-15;NDM-1,qnrS1;CTX-M-15;NDM-1,ST13,35.2,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/d682fe90-cd06-4332-8601-063e1682ad05/basespace_fetch/3ca9e1b1-a1ef-40ed-b5d7-0f5f45e54f68/call-fetch_bs/CL2021-00352139_R1.fastq.gz,NV-MN01149-210512,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000283,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
21-00354151,21-00354151,SAMN30861841,NV_NSPHL_0000284,"blaSHV-28,fosA,kdeA,emrD,blaKPC-2,qnrB1,blaCTX-M-15,aac(3)-IIe,aac(6')-Ib,catB3,blaOXA-1,blaOXA",ST14,Klebsiella pneumoniae,not collected,2021-04-01,UMC,2021-03-24,CL2021-00354151,77.43,5529587,OXA-1;CTX-M-15;KPC-2,qnrB1.v2^;OXA-1;CTX-M-15;KPC-2,ST14,35.31,gs://fc-ec62caa7-6a45-49be-bc46-107b39eff6aa/3f8ad2aa-30d2-4517-955c-4b62ed159098/basespace_fetch/afd96aa4-370a-48eb-9f8a-60e98afd95ac/call-fetch_bs/CL2021-00354151_R1.fastq.gz,NV-MN01149-210526,ILLUMINA,,not collected,,,not collected,fastq,USA: Nevada,Homo sapiens,not collected,Illumina MiniSeq,not collected,human,Clinical,not collected,NV_NSPHL_0000284,paired,RANDOM,GENOMIC,WGS,Klebsiella pneumoniae,ILLUMINA,WGS of HAIs,
