taxid,parent_taxid,name,rank,lineage_taxids,lineage,nchildren,ngenomes
2175091,237,Flavobacterium album,species,"2, 976, 117743, 200644, 49546, 237, 2175091",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium album,0,1
2183896,237,Flavobacterium crocinum,species,"2, 976, 117743, 200644, 49546, 237, 2183896",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium crocinum,0,1
2201181,237,Flavobacterium sediminis,species,"2, 976, 117743, 200644, 49546, 237, 2201181",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium sediminis,0,1
2211133,237,Flavobacterium sharifuzzamanii,species,"2, 976, 117743, 200644, 49546, 237, 2211133",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium sharifuzzamanii,0,1
2211445,237,Flavobacterium hydrophilum,species,"2, 976, 117743, 200644, 49546, 237, 2211445",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium hydrophilum,0,1
2212651,237,Flavobacterium cheongpyeongense,species,"2, 976, 117743, 200644, 49546, 237, 2212651",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium cheongpyeongense,0,1
2217670,237,Flavobacterium aquariorum,species,"2, 976, 117743, 200644, 49546, 237, 2217670",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium aquariorum,0,1
2233533,237,Flavobacterium tibetense,species,"2, 976, 117743, 200644, 49546, 237, 2233533",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium tibetense,0,1
2259594,237,Flavobacterium petrolei,species,"2, 976, 117743, 200644, 49546, 237, 2259594",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium petrolei,0,1
2488728,237,Flavobacterium tangerinum,species,"2, 976, 117743, 200644, 49546, 237, 2488728",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium tangerinum,0,1
2488729,237,Flavobacterium viscosum,species,"2, 976, 117743, 200644, 49546, 237, 2488729",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium viscosum,0,1
2488993,237,Flavobacterium macacae,species,"2, 976, 117743, 200644, 49546, 237, 2488993",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium macacae,0,1
2493631,237,Flavobacterium zhairuonense,species,"2, 976, 117743, 200644, 49546, 237, 2493631",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium zhairuonense,0,1
2497483,237,Flavobacterium bomense,species,"2, 976, 117743, 200644, 49546, 237, 2497483",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium bomense,0,1
2502784,237,Flavobacterium cerinum,species,"2, 976, 117743, 200644, 49546, 237, 2502784",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium cerinum,0,1
2506424,237,Flavobacterium piscinae,species,"2, 976, 117743, 200644, 49546, 237, 2506424",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium piscinae,0,1
2518177,237,Flavobacterium sangjuense,species,"2, 976, 117743, 200644, 49546, 237, 2518177",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium sangjuense,0,1
2529433,237,Flavobacterium silvisoli,species,"2, 976, 117743, 200644, 49546, 237, 2529433",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium silvisoli,0,1
2541731,237,Flavobacterium cellulosilyticum,species,"2, 976, 117743, 200644, 49546, 237, 2541731",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium cellulosilyticum,0,1
2541732,237,Flavobacterium caseinilyticum,species,"2, 976, 117743, 200644, 49546, 237, 2541732",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium caseinilyticum,0,1
2541733,237,Flavobacterium sandaracinum,species,"2, 976, 117743, 200644, 49546, 237, 2541733",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium sandaracinum,0,1
2541734,237,Flavobacterium hiemivividum,species,"2, 976, 117743, 200644, 49546, 237, 2541734",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium hiemivividum,0,1
2547394,237,Flavobacterium nackdongense,species,"2, 976, 117743, 200644, 49546, 237, 2547394",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium nackdongense,0,1
2562683,237,Flavobacterium humi,species,"2, 976, 117743, 200644, 49546, 237, 2562683",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium humi,0,1
2594430,237,Flavobacterium franklandianum,species,"2, 976, 117743, 200644, 49546, 237, 2594430",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium franklandianum,0,1
2594432,237,Flavobacterium gawalongense,species,"2, 976, 117743, 200644, 49546, 237, 2594432",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium gawalongense,0,1
2596891,237,Flavobacterium microcysteis,species,"2, 976, 117743, 200644, 49546, 237, 2596891",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium microcysteis,0,1
2608000,237,Flavobacterium baculatum,species,"2, 976, 117743, 200644, 49546, 237, 2608000",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium baculatum,0,1
2692318,237,Flavobacterium ajazii,species,"2, 976, 117743, 200644, 49546, 237, 2692318",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium ajazii,0,1
2697515,237,Flavobacterium phycosphaerae,species,"2, 976, 117743, 200644, 49546, 237, 2697515",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium phycosphaerae,0,1
2704140,237,Flavobacterium bizetiae,species,"2, 976, 117743, 200644, 49546, 237, 2704140",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium bizetiae,0,1
2709659,237,Flavobacterium difficile,species,"2, 976, 117743, 200644, 49546, 237, 2709659",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium difficile,0,1
2709660,237,Flavobacterium lotistagni,species,"2, 976, 117743, 200644, 49546, 237, 2709660",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium lotistagni,0,1
2709780,237,Flavobacterium celericrescens,species,"2, 976, 117743, 200644, 49546, 237, 2709780",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium celericrescens,0,1
2743471,237,Flavobacterium agri,species,"2, 976, 117743, 200644, 49546, 237, 2743471",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium agri,0,1
2748320,237,Flavobacterium inviolabile,species,"2, 976, 117743, 200644, 49546, 237, 2748320",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium inviolabile,0,1
2764714,237,Flavobacterium kayseriense,species,"2, 976, 117743, 200644, 49546, 237, 2764714",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium kayseriense,0,1
2764716,237,Flavobacterium muglaense,species,"2, 976, 117743, 200644, 49546, 237, 2764716",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium muglaense,0,1
2764718,237,Flavobacterium turcicum,species,"2, 976, 117743, 200644, 49546, 237, 2764718",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium turcicum,0,1
2793066,237,Flavobacterium agrisoli,species,"2, 976, 117743, 200644, 49546, 237, 2793066",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium agrisoli,0,1
2813823,237,Flavobacterium bernardetii,species,"2, 976, 117743, 200644, 49546, 237, 2813823",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Flavobacterium Flavobacterium bernardetii,0,1
1016,49546,Capnocytophaga,genus,"2, 976, 117743, 200644, 49546, 1016",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga,12,12
1017,1016,Capnocytophaga gingivalis,species,"2, 976, 117743, 200644, 49546, 1016, 1017",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga gingivalis,0,1
1018,1016,Capnocytophaga ochracea,species,"2, 976, 117743, 200644, 49546, 1016, 1018",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga ochracea,0,1
1019,1016,Capnocytophaga sputigena,species,"2, 976, 117743, 200644, 49546, 1016, 1019",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga sputigena,0,1
28188,1016,Capnocytophaga canimorsus,species,"2, 976, 117743, 200644, 49546, 1016, 28188",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga canimorsus,0,1
28189,1016,Capnocytophaga cynodegmi,species,"2, 976, 117743, 200644, 49546, 1016, 28189",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga cynodegmi,0,1
45242,1016,Capnocytophaga granulosa,species,"2, 976, 117743, 200644, 49546, 1016, 45242",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga granulosa,0,1
45243,1016,Capnocytophaga haemolytica,species,"2, 976, 117743, 200644, 49546, 1016, 45243",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga haemolytica,0,1
327575,1016,Capnocytophaga leadbetteri,species,"2, 976, 117743, 200644, 49546, 1016, 327575",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga leadbetteri,0,1
1848903,1016,Capnocytophaga canis,species,"2, 976, 117743, 200644, 49546, 1016, 1848903",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga canis,0,1
2267611,1016,Capnocytophaga felis,species,"2, 976, 117743, 200644, 49546, 1016, 2267611",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga felis,0,1
2708117,1016,Capnocytophaga endodontalis,species,"2, 976, 117743, 200644, 49546, 1016, 2708117",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga endodontalis,0,1
2819369,1016,Capnocytophaga bilenii,species,"2, 976, 117743, 200644, 49546, 1016, 2819369",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Capnocytophaga Capnocytophaga bilenii,0,1
49277,49546,Psychroserpens,genus,"2, 976, 117743, 200644, 49546, 49277",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Psychroserpens,2,2
325473,49277,Psychroserpens mesophilus,species,"2, 976, 117743, 200644, 49546, 49277, 325473",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Psychroserpens Psychroserpens mesophilus,0,1
1484460,49277,Psychroserpens jangbogonensis,species,"2, 976, 117743, 200644, 49546, 49277, 1484460",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Psychroserpens Psychroserpens jangbogonensis,0,1
49279,49546,Gelidibacter,genus,"2, 976, 117743, 200644, 49546, 49279",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Gelidibacter,7,7
49280,49279,Gelidibacter algens,species,"2, 976, 117743, 200644, 49546, 49279, 49280",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Gelidibacter Gelidibacter algens,0,1
59602,49279,Gelidibacter gilvus,species,"2, 976, 117743, 200644, 49546, 49279, 59602",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Gelidibacter Gelidibacter gilvus,0,1
169050,49279,Gelidibacter mesophilus,species,"2, 976, 117743, 200644, 49546, 49279, 169050",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Gelidibacter Gelidibacter mesophilus,0,1
291193,49279,Gelidibacter salicanalis,species,"2, 976, 117743, 200644, 49546, 49279, 291193",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Gelidibacter Gelidibacter salicanalis,0,1
1608710,49279,Gelidibacter sediminis,species,"2, 976, 117743, 200644, 49546, 49279, 1608710",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Gelidibacter Gelidibacter sediminis,0,1
1962232,49279,Gelidibacter japonicus,species,"2, 976, 117743, 200644, 49546, 49279, 1962232",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Gelidibacter Gelidibacter japonicus,0,1
2819985,49279,Gelidibacter pelagius,species,"2, 976, 117743, 200644, 49546, 49279, 2819985",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Gelidibacter Gelidibacter pelagius,0,1
52959,49546,Polaribacter,genus,"2, 976, 117743, 200644, 49546, 52959",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter,16,16
102,52959,Polaribacter glomeratus,species,"2, 976, 117743, 200644, 49546, 52959, 102",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter glomeratus,0,1
531,52959,Polaribacter irgensii,species,"2, 976, 117743, 200644, 49546, 52959, 531",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter irgensii,0,1
53483,52959,Polaribacter filamentus,species,"2, 976, 117743, 200644, 49546, 52959, 53483",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter filamentus,0,1
218490,52959,Polaribacter butkevichii,species,"2, 976, 117743, 200644, 49546, 52959, 218490",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter butkevichii,0,1
326329,52959,Polaribacter dokdonensis,species,"2, 976, 117743, 200644, 49546, 52959, 326329",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter dokdonensis,0,1
574710,52959,Polaribacter gangjinensis,species,"2, 976, 117743, 200644, 49546, 52959, 574710",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter gangjinensis,0,1
985043,52959,Polaribacter sejongensis,species,"2, 976, 117743, 200644, 49546, 52959, 985043",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter sejongensis,0,1
996801,52959,Polaribacter reichenbachii,species,"2, 976, 117743, 200644, 49546, 52959, 996801",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter reichenbachii,0,1
1137780,52959,Polaribacter porphyrae,species,"2, 976, 117743, 200644, 49546, 52959, 1137780",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter porphyrae,0,1
1333662,52959,Polaribacter atrinae,species,"2, 976, 117743, 200644, 49546, 52959, 1333662",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter atrinae,0,1
1774273,52959,Polaribacter vadi,species,"2, 976, 117743, 200644, 49546, 52959, 1774273",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter vadi,0,1
1775173,52959,Polaribacter pacificus,species,"2, 976, 117743, 200644, 49546, 52959, 1775173",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter pacificus,0,1
1888915,52959,Polaribacter haliotis,species,"2, 976, 117743, 200644, 49546, 52959, 1888915",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter haliotis,0,1
1920034,52959,Polaribacter tangerinus,species,"2, 976, 117743, 200644, 49546, 52959, 1920034",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter tangerinus,0,1
2100726,52959,Polaribacter aquimarinus,species,"2, 976, 117743, 200644, 49546, 52959, 2100726",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter aquimarinus,0,1
2304626,52959,Polaribacter aestuariivivens,species,"2, 976, 117743, 200644, 49546, 52959, 2304626",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Polaribacter Polaribacter aestuariivivens,0,1
76831,49546,Myroides,genus,"2, 976, 117743, 200644, 49546, 76831",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Myroides,12,12
256,76831,Myroides odoratus,species,"2, 976, 117743, 200644, 49546, 76831, 256",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Myroides Myroides odoratus,0,1
76832,76831,Myroides odoratimimus,species,"2, 976, 117743, 200644, 49546, 76831, 76832",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Myroides Myroides odoratimimus,0,1
270914,76831,Myroides pelagicus,species,"2, 976, 117743, 200644, 49546, 76831, 270914",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Myroides Myroides pelagicus,0,1
480520,76831,Myroides profundi,species,"2, 976, 117743, 200644, 49546, 76831, 480520",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Myroides Myroides profundi,0,1
702745,76831,Myroides phaeus,species,"2, 976, 117743, 200644, 49546, 76831, 702745",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Myroides Myroides phaeus,0,1
703342,76831,Myroides marinus,species,"2, 976, 117743, 200644, 49546, 76831, 703342",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Myroides Myroides marinus,0,1
1150112,76831,Myroides guanonis,species,"2, 976, 117743, 200644, 49546, 76831, 1150112",Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Flavobacteriaceae Myroides Myroides guanonis,0,1
