curated_genus,curated_species,speciesname_standard_format,species_ngenomes,original_taxon_count,lca_taxid,lca_taxon_name,lca_taxon_rank,matched_name,matched_nametype,matched_speciesname_only,matched_taxid,matched_taxon_name,matched_taxon_rank,matched_taxon_unique
Bartonella,grahamii,True,2,2,33045,Bartonella grahamii,species,Bartonella grahamii,primary,False,33045,Bartonella grahamii,species,True
Bartonella,henselae,True,11,8,38323,Bartonella henselae,species,Bartonella henselae,primary,False,38323,Bartonella henselae,species,True
Bartonella,quintana,True,14,14,803,Bartonella quintana,species,Bartonella quintana,primary,False,803,Bartonella quintana,species,True
Bartonella,rattimassiliensis,True,2,1,1094556,Bartonella rattimassiliensis 15908,strain,Bartonella rattimassiliensis,primary,False,270250,Bartonella rattimassiliensis,species,True
Bartonella,tamiae,True,2,2,373638,Bartonella tamiae,species,Bartonella tamiae,primary,False,373638,Bartonella tamiae,species,True
Bartonella,tribocorum,True,2,2,85701,Bartonella tribocorum,species,Bartonella tribocorum,primary,False,85701,Bartonella tribocorum,species,True
Bartonella,vinsonii,True,5,5,33047,Bartonella vinsonii,species,Bartonella vinsonii,primary,False,33047,Bartonella vinsonii,species,True
Bartonella,washoensis,True,2,2,186739,Bartonella washoeensis,species,Bartonella washoensis,Synonym,False,186739,Bartonella washoeensis,species,True
Bellilinea,caldifistulae,True,2,1,360411,Bellilinea caldifistulae,species,Bellilinea caldifistulae,primary,False,360411,Bellilinea caldifistulae,species,True
Bergeyella,zoohelcum,True,2,2,1015,Bergeyella zoohelcum,species,Bergeyella zoohelcum,primary,False,1015,Bergeyella zoohelcum,species,True
Bibersteinia,trehalosi,True,4,4,47735,Bibersteinia trehalosi,species,Bibersteinia trehalosi,primary,False,47735,Bibersteinia trehalosi,species,True
Bifidobacterium,actinocoloniiforme,True,3,1,1437605,Bifidobacterium actinocoloniiforme DSM 22766,strain,Bifidobacterium actinocoloniiforme,primary,False,638619,Bifidobacterium actinocoloniiforme,species,True
Bifidobacterium,adolescentis,True,8,5,1680,Bifidobacterium adolescentis,species,Bifidobacterium adolescentis,primary,False,1680,Bifidobacterium adolescentis,species,True
Bifidobacterium,angulatum,True,5,2,1683,Bifidobacterium angulatum,species,Bifidobacterium angulatum,primary,False,1683,Bifidobacterium angulatum,species,True
Bifidobacterium,animalis,True,28,26,28025,Bifidobacterium animalis,species,Bifidobacterium animalis,primary,False,28025,Bifidobacterium animalis,species,True
Bifidobacterium,biavatii,True,2,1,1437608,Bifidobacterium biavatii DSM 23969,strain,Bifidobacterium biavatii,primary,False,762212,Bifidobacterium biavatii,species,True
Bifidobacterium,bifidum,True,24,8,1681,Bifidobacterium bifidum,species,Bifidobacterium bifidum,primary,False,1681,Bifidobacterium bifidum,species,True
Bifidobacterium,bohemicum,True,2,1,1437606,Bifidobacterium bohemicum DSM 22767,strain,Bifidobacterium bohemicum,primary,False,638617,Bifidobacterium bohemicum,species,True
Bifidobacterium,bombi,True,2,1,1341695,Bifidobacterium bombi DSM 19703,strain,Bifidobacterium bombi,primary,False,471511,Bifidobacterium bombi,species,True
Bifidobacterium,boum,True,3,2,78343,Bifidobacterium boum,species,Bifidobacterium boum,primary,False,78343,Bifidobacterium boum,species,True
Bifidobacterium,breve,True,30,25,1685,Bifidobacterium breve,species,Bifidobacterium breve,primary,False,1685,Bifidobacterium breve,species,True
Bifidobacterium,callitrichos,True,2,1,1437609,Bifidobacterium callitrichos DSM 23973,strain,Bifidobacterium callitrichos,primary,False,762209,Bifidobacterium callitrichos,species,True
Bifidobacterium,catenulatum,True,4,1,566552,Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043,strain,Bifidobacterium catenulatum,primary,False,1686,Bifidobacterium catenulatum,species,True
Bifidobacterium,choerinum,True,3,2,35760,Bifidobacterium choerinum,species,Bifidobacterium choerinum,primary,False,35760,Bifidobacterium choerinum,species,True
Bifidobacterium,coryneforme,True,2,2,1687,Bifidobacterium coryneforme,species,Bifidobacterium coryneforme,primary,False,1687,Bifidobacterium coryneforme,species,True
Bifidobacterium,cuniculi,True,2,2,1688,Bifidobacterium cuniculi,species,Bifidobacterium cuniculi,primary,False,1688,Bifidobacterium cuniculi,species,True
Bifidobacterium,dentium,True,6,5,1689,Bifidobacterium dentium,species,Bifidobacterium dentium,primary,False,1689,Bifidobacterium dentium,species,True
Bifidobacterium,gallicum,True,3,1,561180,Bifidobacterium gallicum DSM 20093 = LMG 11596,strain,Bifidobacterium gallicum,primary,False,78342,Bifidobacterium gallicum,species,True
Bifidobacterium,gallinarum,True,2,2,78344,Bifidobacterium gallinarum,species,Bifidobacterium gallinarum,primary,False,78344,Bifidobacterium gallinarum,species,True
Bifidobacterium,indicum,True,2,1,1341694,Bifidobacterium indicum LMG 11587 = DSM 20214,strain,Bifidobacterium indicum,primary,False,1691,Bifidobacterium indicum,species,True
Bifidobacterium,kashiwanohense,True,3,1,1150460,Bifidobacterium catenulatum subsp. kashiwanohense JCM 15439 = DSM 21854,strain,Bifidobacterium kashiwanohense,Synonym,False,630129,Bifidobacterium catenulatum subsp. kashiwanohense,subspecies,True
Bifidobacterium,longum,True,55,33,216816,Bifidobacterium longum,species,Bifidobacterium longum,primary,False,216816,Bifidobacterium longum,species,True
Bifidobacterium,magnum,True,3,2,1692,Bifidobacterium magnum,species,Bifidobacterium magnum,primary,False,1692,Bifidobacterium magnum,species,True
Bifidobacterium,merycicum,True,2,2,78345,Bifidobacterium merycicum,species,Bifidobacterium merycicum,primary,False,78345,Bifidobacterium merycicum,species,True
Bifidobacterium,minimum,True,3,2,1693,Bifidobacterium minimum,species,Bifidobacterium minimum,primary,False,1693,Bifidobacterium minimum,species,True
Bifidobacterium,mongoliense,True,2,1,1437603,Bifidobacterium mongoliense DSM 21395,strain,Bifidobacterium mongoliense,primary,False,518643,Bifidobacterium mongoliense,species,True
Bifidobacterium,pseudocatenulatum,True,5,2,28026,Bifidobacterium pseudocatenulatum,species,Bifidobacterium pseudocatenulatum,primary,False,28026,Bifidobacterium pseudocatenulatum,species,True
Bifidobacterium,pseudolongum,True,7,6,1694,Bifidobacterium pseudolongum,species,Bifidobacterium pseudolongum,primary,False,1694,Bifidobacterium pseudolongum,species,True
Bifidobacterium,psychraerophilum,True,2,2,218140,Bifidobacterium psychraerophilum,species,Bifidobacterium psychraerophilum,primary,False,218140,Bifidobacterium psychraerophilum,species,True
Bifidobacterium,reuteri,True,2,1,1437610,Bifidobacterium reuteri DSM 23975,strain,Bifidobacterium reuteri,primary,False,983706,Bifidobacterium reuteri,species,True
Bifidobacterium,ruminantium,True,3,2,78346,Bifidobacterium ruminantium,species,Bifidobacterium ruminantium,primary,False,78346,Bifidobacterium ruminantium,species,True
Bifidobacterium,saeculare,True,2,1,1437611,Bifidobacterium saeculare DSM 6531 = LMG 14934,strain,Bifidobacterium saeculare,primary,False,78257,Bifidobacterium saeculare,species,True
Bifidobacterium,saguini,True,2,1,1437607,Bifidobacterium saguini DSM 23967,strain,Bifidobacterium saguini,primary,False,762210,Bifidobacterium saguini,species,True
Bifidobacterium,scardovii,True,4,2,158787,Bifidobacterium scardovii,species,Bifidobacterium scardovii,primary,False,158787,Bifidobacterium scardovii,species,True
Bifidobacterium,subtile,True,3,2,77635,Bifidobacterium subtile,species,Bifidobacterium subtile,primary,False,77635,Bifidobacterium subtile,species,True
Bifidobacterium,thermacidophilum,True,3,2,79262,Bifidobacterium thermacidophilum subsp. thermacidophilum,subspecies,Bifidobacterium thermacidophilum,primary,False,246618,Bifidobacterium thermacidophilum,species,True
Bifidobacterium,thermophilum,True,3,3,33905,Bifidobacterium thermophilum,species,Bifidobacterium thermophilum,primary,False,33905,Bifidobacterium thermophilum,species,True
Bifidobacterium,tsurumiense,True,3,2,356829,Bifidobacterium tsurumiense,species,Bifidobacterium tsurumiense,primary,False,356829,Bifidobacterium tsurumiense,species,True
Bilophila,wadsworthia,True,2,2,35833,Bilophila wadsworthia,species,Bilophila wadsworthia,primary,False,35833,Bilophila wadsworthia,species,True
Blastochloris,viridis,True,3,1,1079,Blastochloris viridis,species,Blastochloris viridis,primary,False,1079,Blastochloris viridis,species,True
Blautia,[Ruminococcus] gnavus,False,3,3,33038,[Ruminococcus] gnavus,species,[Ruminococcus] gnavus,primary,True,33038,[Ruminococcus] gnavus,species,True
Blautia,producta,True,2,1,1121114,Blautia producta ATCC 27340 = DSM 2950,strain,Blautia producta,primary,False,33035,Blautia producta,species,True
Blautia,wexlerae,True,2,2,418240,Blautia wexlerae,species,Blautia wexlerae,primary,False,418240,Blautia wexlerae,species,True
Bordetella,avium,True,2,2,521,Bordetella avium,species,Bordetella avium,primary,False,521,Bordetella avium,species,True
Bordetella,bronchiseptica,True,63,61,518,Bordetella bronchiseptica,species,Bordetella bronchiseptica,primary,False,518,Bordetella bronchiseptica,species,True
Bordetella,hinzii,True,10,9,103855,Bordetella hinzii,species,Bordetella hinzii,primary,False,103855,Bordetella hinzii,species,True
Bordetella,holmesii,True,20,19,35814,Bordetella holmesii,species,Bordetella holmesii,primary,False,35814,Bordetella holmesii,species,True
Bordetella,pertussis,True,327,43,520,Bordetella pertussis,species,Bordetella pertussis,primary,False,520,Bordetella pertussis,species,True
Bordetella,pseudohinzii,True,3,1,1331258,Bordetella pseudohinzii,species,Bordetella pseudohinzii,primary,False,1331258,Bordetella pseudohinzii,species,True
Bordetella,trematum,True,3,2,123899,Bordetella trematum,species,Bordetella trematum,primary,False,123899,Bordetella trematum,species,True
Borrelia,coriaceae,True,2,1,1408429,Borrelia coriaceae ATCC 43381,strain,Borrelia coriaceae,primary,False,144,Borrelia coriaceae,species,True
Borrelia,crocidurae,True,3,3,29520,Borrelia crocidurae,species,Borrelia crocidurae,primary,False,29520,Borrelia crocidurae,species,True
Borrelia,duttonii,True,2,2,40834,Borrelia duttonii,species,Borrelia duttonii,primary,False,40834,Borrelia duttonii,species,True
Borrelia,hermsii,True,6,6,140,Borrelia hermsii,species,Borrelia hermsii,primary,False,140,Borrelia hermsii,species,True
Borrelia,miyamotoi,True,3,3,47466,Borrelia miyamotoi,species,Borrelia miyamotoi,primary,False,47466,Borrelia miyamotoi,species,True
Borrelia,parkeri,True,2,2,141,Borrelia parkeri,species,Borrelia parkeri,primary,False,141,Borrelia parkeri,species,True
Borreliella,afzelii,True,6,5,29518,Borreliella afzelii,species,Borreliella afzelii,primary,False,29518,Borreliella afzelii,species,True
Borreliella,burgdorferi,True,29,29,139,Borreliella burgdorferi,species,Borreliella burgdorferi,primary,False,139,Borreliella burgdorferi,species,True
Borreliella,garinii,True,22,22,29519,Borreliella garinii,species,Borreliella garinii,primary,False,29519,Borreliella garinii,species,True
Borreliella,valaisiana,True,2,2,62088,Borreliella valaisiana,species,Borreliella valaisiana,primary,False,62088,Borreliella valaisiana,species,True
Brachyspira,hyodysenteriae,True,21,3,159,Brachyspira hyodysenteriae,species,Brachyspira hyodysenteriae,primary,False,159,Brachyspira hyodysenteriae,species,True
Brachyspira,pilosicoli,True,4,4,52584,Brachyspira pilosicoli,species,Brachyspira pilosicoli,primary,False,52584,Brachyspira pilosicoli,species,True
Bradyrhizobium,diazoefficiens,True,4,2,1355477,Bradyrhizobium diazoefficiens,species,Bradyrhizobium diazoefficiens,primary,False,1355477,Bradyrhizobium diazoefficiens,species,True
Bradyrhizobium,elkanii,True,7,7,29448,Bradyrhizobium elkanii,species,Bradyrhizobium elkanii,primary,False,29448,Bradyrhizobium elkanii,species,True
Bradyrhizobium,japonicum,True,15,12,375,Bradyrhizobium japonicum,species,Bradyrhizobium japonicum,primary,False,375,Bradyrhizobium japonicum,species,True
Bradyrhizobium,liaoningense,True,2,2,43992,Bradyrhizobium liaoningense,species,Bradyrhizobium liaoningense,primary,False,43992,Bradyrhizobium liaoningense,species,True
Bradyrhizobium,valentinum,True,2,1,1518501,Bradyrhizobium valentinum,species,Bradyrhizobium valentinum,primary,False,1518501,Bradyrhizobium valentinum,species,True
Bradyrhizobium,yuanmingense,True,4,4,108015,Bradyrhizobium yuanmingense,species,Bradyrhizobium yuanmingense,primary,False,108015,Bradyrhizobium yuanmingense,species,True
Brevibacillus,agri,True,2,2,51101,Brevibacillus agri,species,Brevibacillus agri,primary,False,51101,Brevibacillus agri,species,True
Brevibacillus,borstelensis,True,4,4,45462,Brevibacillus borstelensis,species,Brevibacillus borstelensis,primary,False,45462,Brevibacillus borstelensis,species,True
Brevibacillus,brevis,True,2,2,1393,Brevibacillus brevis,species,Brevibacillus brevis,primary,False,1393,Brevibacillus brevis,species,True
Brevibacillus,laterosporus,True,4,4,1465,Brevibacillus laterosporus,species,Brevibacillus laterosporus,primary,False,1465,Brevibacillus laterosporus,species,True
Brevibacillus,thermoruber,True,2,2,33942,Brevibacillus thermoruber,species,Brevibacillus thermoruber,primary,False,33942,Brevibacillus thermoruber,species,True
Brevibacterium,casei,True,2,2,33889,Brevibacterium casei,species,Brevibacterium casei,primary,False,33889,Brevibacterium casei,species,True
Brevibacterium,linens,True,2,1,1703,Brevibacterium linens,species,Brevibacterium linens,primary,False,1703,Brevibacterium linens,species,True
Brevundimonas,diminuta,True,2,2,293,Brevundimonas diminuta,species,Brevundimonas diminuta,primary,False,293,Brevundimonas diminuta,species,True
Brochothrix,thermosphacta,True,2,1,1121126,Brochothrix thermosphacta DSM 20171 = FSL F6-1036,strain,Brochothrix thermosphacta,primary,False,2756,Brochothrix thermosphacta,species,True
Brucella,abortus,True,158,133,235,Brucella abortus,species,Brucella abortus,primary,False,235,Brucella abortus,species,True
Brucella,canis,True,14,12,36855,Brucella canis,species,Brucella canis,primary,False,36855,Brucella canis,species,True
Brucella,ceti,True,5,5,120577,Brucella ceti,species,Brucella ceti,primary,False,120577,Brucella ceti,species,True
Brucella,melitensis,True,66,51,29459,Brucella melitensis,species,Brucella melitensis,primary,False,29459,Brucella melitensis,species,True
Brucella,neotomae,True,2,1,520456,Brucella neotomae 5K33,strain,Brucella neotomae,primary,False,29460,Brucella neotomae,species,True
Brucella,ovis,True,16,16,236,Brucella ovis,species,Brucella ovis,primary,False,236,Brucella ovis,species,True
Brucella,pinnipedialis,True,5,4,120576,Brucella pinnipedialis,species,Brucella pinnipedialis,primary,False,120576,Brucella pinnipedialis,species,True
Brucella,suis,True,44,34,29461,Brucella suis,species,Brucella suis,primary,False,29461,Brucella suis,species,True
Buchnera,aphidicola,True,12,12,9,Buchnera aphidicola,species,Buchnera aphidicola,primary,False,9,Buchnera aphidicola,species,True
Burkholderia,anthina,True,8,1,179879,Burkholderia anthina,species,Burkholderia anthina,primary,False,179879,Burkholderia anthina,species,True
Burkholderia,cenocepacia,True,20,8,95486,Burkholderia cenocepacia,species,Burkholderia cenocepacia,primary,False,95486,Burkholderia cenocepacia,species,True
Burkholderia,cepacia,True,65,2,292,Burkholderia cepacia,species,Burkholderia cepacia,primary,False,292,Burkholderia cepacia,species,True
Burkholderia,contaminans,True,3,3,488447,Burkholderia contaminans,species,Burkholderia contaminans,primary,False,488447,Burkholderia contaminans,species,True
Burkholderia,diffusa,True,11,1,488732,Burkholderia diffusa,species,Burkholderia diffusa,primary,False,488732,Burkholderia diffusa,species,True
Burkholderia,dolosa,True,3,2,152500,Burkholderia dolosa,species,Burkholderia dolosa,primary,False,152500,Burkholderia dolosa,species,True
Burkholderia,gladioli,True,9,4,28095,Burkholderia gladioli,species,Burkholderia gladioli,primary,False,28095,Burkholderia gladioli,species,True
Burkholderia,glumae,True,6,6,337,Burkholderia glumae,species,Burkholderia glumae,primary,False,337,Burkholderia glumae,species,True
Burkholderia,lata,True,2,1,482957,Burkholderia lata,species,Burkholderia lata,primary,False,482957,Burkholderia lata,species,True
Burkholderia,mallei,True,46,17,13373,Burkholderia mallei,species,Burkholderia mallei,primary,False,13373,Burkholderia mallei,species,True
Burkholderia,multivorans,True,17,6,87883,Burkholderia multivorans,species,Burkholderia multivorans,primary,False,87883,Burkholderia multivorans,species,True
Burkholderia,oklahomensis,True,6,3,342113,Burkholderia oklahomensis,species,Burkholderia oklahomensis,primary,False,342113,Burkholderia oklahomensis,species,True
Burkholderia,pseudomallei,True,392,158,28450,Burkholderia pseudomallei,species,Burkholderia pseudomallei,primary,False,28450,Burkholderia pseudomallei,species,True
Burkholderia,pseudomultivorans,True,9,1,1207504,Burkholderia pseudomultivorans,species,Burkholderia pseudomultivorans,primary,False,1207504,Burkholderia pseudomultivorans,species,True
Burkholderia,stagnalis,True,63,1,1503054,Burkholderia stagnalis,species,Burkholderia stagnalis,primary,False,1503054,Burkholderia stagnalis,species,True
